timestamp,latitude,longitude,anomaly_flag
2025-06-01 08:00:12,37.7192905,30.282188,normal
2025-06-01 08:00:13,37.7192779,30.2820384,normal
2025-06-01 08:00:18,37.7192184,30.2813322,normal
2025-06-01 08:00:23,37.7191519,30.280544,normal
2025-06-01 08:00:29,37.7190771,30.279656,normal
2025-06-01 08:00:36,37.7189174,30.2784612,normal
2025-06-01 08:00:41,37.7188543,30.2777293,normal
2025-06-01 08:00:52,37.7179896,30.2777558,normal
2025-06-01 08:01:07,37.7168659,30.2778019,normal
2025-06-01 08:01:32,37.7165332,30.2755225,normal
2025-06-01 08:01:37,37.7159036,30.2757876,normal
2025-06-01 08:01:47,37.7156827,30.2749363,normal
2025-06-01 08:02:08,37.7141511,30.2751924,normal
2025-06-01 08:02:13,37.7137781,30.2750372,normal
2025-06-01 08:02:28,37.7142144,30.2710998,normal
2025-06-01 08:02:31,37.7142875,30.2703262,normal
2025-06-01 08:02:38,37.714476,30.2683318,normal
2025-06-01 08:02:47,37.7147139,30.2658138,normal
2025-06-01 08:03:04,37.7150101,30.2614069,normal
2025-06-01 08:03:05,37.7149984,30.2610664,normal
2025-06-01 08:03:06,37.7150015,30.2609442,normal
2025-06-01 08:03:07,37.7149931,30.2605887,normal
2025-06-01 08:03:08,37.7149918,30.2604328,normal
2025-06-01 08:03:26,37.7152818,30.2554052,normal
2025-06-01 08:03:31,37.7153373,30.2541834,normal
2025-06-01 08:03:59,37.7136731,30.2468713,normal
2025-06-01 08:04:08,37.7143434,30.2468879,off_route_start
2025-06-01 08:04:16,37.7148091,30.2464557,off_route_continue
2025-06-01 08:04:24,37.7153074,30.2459932,off_route_continue
2025-06-01 08:04:30,37.7157326,30.246658,off_route_continue
2025-06-01 08:04:33,37.7158923,30.2470263,off_route_continue
2025-06-01 08:04:35,37.7159979,30.2472697,off_route_continue
2025-06-01 08:04:45,37.7165409,30.248514,off_route_continue
2025-06-01 08:05:00,37.7173237,30.2502982,off_route_continue
2025-06-01 08:05:05,37.7176162,30.2509628,off_route_continue
2025-06-01 08:05:13,37.717852,30.2516857,off_route_continue
2025-06-01 08:05:24,37.7185236,30.2521102,off_route_continue
2025-06-01 08:05:37,37.7178052,30.2529395,off_route_continue
2025-06-01 08:05:50,37.7185236,30.2521102,off_route_return
2025-06-01 08:06:01,37.717852,30.2516857,off_route_return
2025-06-01 08:06:09,37.7176162,30.2509628,off_route_return
2025-06-01 08:06:15,37.7173237,30.2502982,off_route_return
2025-06-01 08:06:29,37.7165409,30.248514,off_route_return
2025-06-01 08:06:39,37.7159979,30.2472697,off_route_return
2025-06-01 08:06:41,37.7158923,30.2470263,off_route_return
2025-06-01 08:06:44,37.7157326,30.246658,off_route_return
2025-06-01 08:06:50,37.7153074,30.2459932,off_route_return
2025-06-01 08:07:00,37.7147567,30.2447064,off_route_return
2025-06-01 08:07:09,37.7141938,30.2451294,off_route_return
2025-06-01 08:07:16,37.713741,30.2454629,off_route_return
2025-06-01 08:07:22,37.7133358,30.2457099,off_route_return
2025-06-01 08:07:29,37.7128577,30.2439997,normal
2025-06-01 08:07:48,37.7117532,30.2391064,normal
2025-06-01 08:08:31,37.7087405,30.2281173,normal
2025-06-01 08:08:33,37.7088835,30.2280946,normal
2025-06-01 08:09:15,37.7107997,30.2302556,normal
2025-06-01 08:09:21,37.7111858,30.2300429,normal
2025-06-01 08:16:39,37.6948396,30.1988007,normal
2025-06-01 08:18:13,37.6830655,30.179182,normal
2025-06-01 08:18:14,37.6828972,30.1790504,normal
2025-06-01 08:19:30,37.6684042,30.1703974,normal
2025-06-01 08:19:31,37.6681959,30.1703205,normal
2025-06-01 08:20:09,37.6605435,30.1667286,normal
2025-06-01 08:20:14,37.6596576,30.166252,normal
2025-06-01 08:20:15,37.6594689,30.1661432,normal
2025-06-01 08:21:26,37.644632,30.164584,normal
2025-06-01 08:21:27,37.6445236,30.164563,normal
2025-06-01 08:21:45,37.6410493,30.1623262,normal
2025-06-01 08:22:50,37.6289573,30.1543886,normal
2025-06-01 08:29:57,37.6347765,30.0987103,normal
2025-06-01 08:30:45,37.6356604,30.0919464,normal
2025-06-01 08:31:54,37.6386176,30.0838487,normal
2025-06-01 08:36:19,37.656777,30.0559759,normal
2025-06-01 08:40:38,37.6852978,30.056107,normal
2025-06-01 08:41:42,37.6919067,30.0524933,normal
2025-06-01 08:47:01,37.7111168,30.0176569,normal
2025-06-01 08:48:03,37.7151628,30.0108372,normal
2025-06-01 08:48:50,37.7175986,30.0153868,normal
2025-06-01 08:50:06,37.7191677,30.0141092,normal
2025-06-01 08:57:40,37.7581387,29.9933565,normal
2025-06-01 09:00:08,37.7533528,29.973449,normal
2025-06-01 09:04:56,37.7402124,29.9493059,normal
2025-06-01 09:12:58,37.708754,29.8998542,normal
2025-06-01 09:13:12,37.7083006,29.8979983,normal
2025-06-01 09:13:15,37.7083486,29.8974599,normal
2025-06-01 09:20:02,37.6843341,29.8586608,normal
2025-06-01 09:21:59,37.6755159,29.8489834,normal
2025-06-01 09:22:01,37.6754986,29.8486761,normal
2025-06-01 09:23:20,37.6693169,29.8418282,normal
2025-06-01 09:26:01,37.6567368,29.8258201,normal
2025-06-01 09:26:20,37.6556245,29.8235024,normal
2025-06-01 09:26:40,37.6575766,29.8223302,normal
2025-06-01 09:26:59,37.6589442,29.8202704,normal
2025-06-01 09:27:05,37.6594178,29.819715,normal
2025-06-01 09:38:17,37.6970766,29.7509586,normal
2025-06-01 09:41:58,37.7208267,29.7456136,normal
2025-06-01 09:44:07,37.7331454,29.7381892,normal
2025-06-01 09:44:26,37.7350671,29.7371931,normal
2025-06-01 09:45:06,37.7379504,29.7327219,normal
2025-06-01 09:46:03,37.7431835,29.7283348,normal
2025-06-01 09:46:47,37.7436761,29.7262912,normal
2025-06-01 09:46:57,37.7444218,29.7260504,normal
2025-06-01 09:47:19,37.7449964,29.7243729,normal
2025-06-01 09:47:21,37.7451485,29.7242383,normal
2025-06-01 09:47:26,37.7453985,29.723729,normal
2025-06-01 09:47:33,37.745971,29.7229868,normal
2025-06-01 09:47:43,37.7466549,29.7218104,normal
2025-06-01 09:47:49,37.7468034,29.7210289,normal
2025-06-01 09:56:20,37.7694549,29.6552289,normal
2025-06-01 09:56:28,37.7694585,29.65419,normal
2025-06-01 09:56:52,37.7709325,29.6528662,normal
2025-06-01 09:57:12,37.7700992,29.6512489,normal
2025-06-01 09:59:23,37.7843113,29.6467817,normal
2025-06-01 10:05:48,37.8177849,29.6155162,normal
2025-06-01 10:06:25,37.8199623,29.6144021,normal
2025-06-01 10:07:10,37.8233369,29.6144098,normal
2025-06-01 10:07:12,37.8235173,29.6144159,normal
2025-06-01 10:07:27,37.8246383,29.614583,normal
2025-06-01 10:07:43,37.8247223,29.6130618,normal
2025-06-01 10:07:50,37.8254597,29.6130323,normal
2025-06-01 10:07:56,37.8261359,29.6130002,normal
2025-06-01 10:08:23,37.8269077,29.6100561,normal
2025-06-01 10:08:32,37.8279142,29.610446,normal
2025-06-01 10:08:33,37.8280169,29.610568,normal
2025-06-01 10:08:37,37.8282669,29.6104915,normal
2025-06-01 10:08:43,37.8289911,29.6105302,normal
2025-06-01 10:08:51,37.8298453,29.6106433,normal
2025-06-01 10:09:52,37.8298922,29.6057848,normal
2025-06-01 10:09:53,37.8299695,29.6057662,normal
2025-06-01 10:10:32,37.829885,29.595398,normal
2025-06-01 10:10:58,37.8293132,29.5883255,normal
2025-06-01 10:11:00,37.8292828,29.5879975,normal
2025-06-01 10:12:36,37.8307073,29.5556318,normal
2025-06-01 10:12:36,37.8307774,29.555499,normal
2025-06-01 10:12:47,37.8323998,29.5524239,normal
2025-06-01 10:12:55,37.8335381,29.5502136,normal
2025-06-01 10:12:59,37.8341006,29.5491907,normal
2025-06-01 10:13:41,37.8385334,29.5394206,normal
2025-06-01 10:13:43,37.8386248,29.539128,normal
2025-06-01 10:13:48,37.8390117,29.5377065,normal
2025-06-01 10:19:31,37.840877,29.4640267,normal
2025-06-01 10:19:32,37.840878,29.4639329,normal
2025-06-01 10:19:34,37.8408843,29.4633678,normal
2025-06-01 10:19:50,37.8406201,29.4600015,normal
2025-06-01 10:19:56,37.8404537,29.4585701,normal
2025-06-01 10:22:08,37.8371189,29.4242733,normal
2025-06-01 10:23:21,37.8309819,29.4063703,normal
2025-06-01 10:23:23,37.8307952,29.4060456,normal
2025-06-01 10:23:36,37.8291142,29.4030095,normal
2025-06-01 10:24:22,37.825317,29.3919397,normal
2025-06-01 10:24:23,37.8252455,29.3916776,normal
2025-06-01 10:27:39,37.8159502,29.3411003,normal
2025-06-01 10:27:40,37.8159361,29.3408271,normal
2025-06-01 10:28:32,37.8139481,29.327144,normal
2025-06-01 10:28:33,37.8139705,29.3270988,normal
2025-06-01 10:28:36,37.8139121,29.3268228,normal
2025-06-01 10:28:36,37.8138954,29.3268098,normal
2025-06-01 10:29:32,37.8117793,29.3121242,normal
2025-06-01 10:29:33,37.8117748,29.3118755,normal
2025-06-01 10:30:24,37.8117435,29.2981949,normal
2025-06-01 10:31:04,37.8160033,29.2962961,normal
2025-06-01 10:38:36,37.8524982,29.1519673,normal
2025-06-01 10:38:54,37.8535527,29.1442743,normal
2025-06-01 10:43:51,37.861037,29.0192129,normal
2025-06-01 10:44:13,37.8635661,29.0117088,off_route_start
2025-06-01 10:44:53,37.8665218,29.0065019,off_route_continue
2025-06-01 10:45:26,37.8691329,29.0025085,off_route_continue
2025-06-01 10:46:09,37.8717577,28.996665,off_route_continue
2025-06-01 10:48:21,37.8932875,28.9450637,off_route_continue
2025-06-01 10:48:52,37.8963298,28.9429644,off_route_continue
2025-06-01 10:50:02,37.9049353,28.9451695,off_route_continue
2025-06-01 10:51:04,37.9094454,28.9434536,off_route_continue
2025-06-01 10:51:06,37.9096941,28.9431305,off_route_continue
2025-06-01 10:51:08,37.909709,28.9429636,off_route_continue
2025-06-01 10:51:08,37.9096682,28.9429132,off_route_continue
2025-06-01 10:51:09,37.9095929,28.9428619,off_route_continue
2025-06-01 10:51:09,37.9095342,28.94294,off_route_return
2025-06-01 10:51:10,37.9094704,28.9430351,off_route_return
2025-06-01 10:51:19,37.9081537,28.9449079,off_route_return
2025-06-01 10:51:38,37.9053729,28.9485624,off_route_return
2025-06-01 10:51:52,37.903299,28.951346,off_route_return
2025-06-01 10:52:03,37.9018507,28.953517,off_route_return
2025-06-01 10:52:05,37.9015691,28.9539328,off_route_return
2025-06-01 10:52:19,37.8995915,28.9570486,off_route_return
2025-06-01 10:52:21,37.8994281,28.9573123,off_route_return
2025-06-01 10:52:24,37.8989133,28.9580557,off_route_return
2025-06-01 10:52:32,37.8979771,28.9596095,off_route_return
2025-06-01 10:52:40,37.8968772,28.9614351,off_route_return
2025-06-01 10:54:07,37.8886931,28.9823123,off_route_return
2025-06-01 10:54:27,37.8871005,28.9873548,off_route_return
2025-06-01 10:54:43,37.885864,28.9912579,off_route_return
2025-06-01 10:54:44,37.8857858,28.9914973,off_route_return
2025-06-01 10:55:09,37.8832698,28.9972378,off_route_return
2025-06-01 10:55:39,37.879513,29.0038009,off_route_return
2025-06-01 10:55:39,37.8794505,29.0039169,off_route_return
2025-06-01 10:56:24,37.8750613,29.0145813,off_route_return
2025-06-01 10:56:39,37.8740937,29.0183232,off_route_return
2025-06-01 10:57:12,37.8739664,29.0183062,off_route_return
2025-06-01 10:57:25,37.8669466,29.0104179,normal
2025-06-01 10:57:50,37.8722921,29.0170719,normal
2025-06-01 10:57:59,37.8739664,29.0183062,normal
2025-06-01 10:58:03,37.8746845,29.0189077,normal
2025-06-01 10:58:10,37.8764135,29.0204231,normal
2025-06-01 11:00:30,37.8635411,29.0619516,normal
2025-06-01 11:00:32,37.8632901,29.0623799,normal
2025-06-01 11:02:20,37.8406493,29.0868557,normal
2025-06-01 11:02:32,37.838261,29.0894893,normal
2025-06-01 11:03:16,37.8293985,29.1000398,normal
2025-06-01 11:03:19,37.8289284,29.1009,normal
2025-06-01 11:03:55,37.8254606,29.1124989,normal
2025-06-01 11:04:05,37.8248986,29.1150032,normal
2025-06-01 11:04:11,37.8244998,29.1167072,normal
2025-06-01 11:04:30,37.8225951,29.1178182,normal
2025-06-01 11:05:05,37.8183441,29.1149122,normal
2025-06-01 11:05:07,37.8180723,29.1147499,normal
2025-06-01 11:05:25,37.8157427,29.1138926,normal
2025-06-01 11:05:33,37.8146357,29.1135065,normal
2025-06-01 11:06:09,37.8092045,29.1094499,normal
2025-06-01 11:06:33,37.8054037,29.1077055,normal
2025-06-01 11:06:34,37.8051316,29.1075825,normal
2025-06-01 11:07:13,37.8001855,29.105289,normal
2025-06-01 11:07:18,37.7992344,29.1048245,normal
2025-06-01 11:08:43,37.7883131,29.0996966,normal
2025-06-01 11:08:51,37.7869592,29.0990581,normal
2025-06-01 11:08:53,37.78669,29.0989322,normal
2025-06-01 11:08:57,37.7861257,29.0986685,normal
2025-06-01 11:09:01,37.7854145,29.0983361,normal
2025-06-01 11:09:04,37.7849406,29.0981084,normal
2025-06-01 11:09:05,37.7847086,29.0979483,normal
2025-06-01 11:09:18,37.7836673,29.0956541,normal
2025-06-01 11:09:24,37.7828006,29.0952387,normal
2025-06-01 11:09:27,37.7824832,29.0956464,normal
